,Room_Id,Room_uniqueId,ElementId,Element_uniqueId,Width,Height,Perpendicular_walls_id,Parallel_walls_id,Distance_to_parall,Nearest_walls_id,Angles_to_walls
367,216455,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d87,157779,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026853,0.13849999999999996,3.8000000000000003,"[139829, 150861, 151331, None, None, None, None, None, 157807]","[None, None, None, 155851, 155993, 156072, 156175, 157778, None]","[None, None, None, 11.08, 16.02, 25.86, 33.36, 37.12, None]","[None, None, None, None, None, None, None, None, 157807]","[90, 90, 90, 0, 0, 0, 0, 0, 90]"
368,216455,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d87,155851,9e597f98-694d-4ada-b8ef-0e7459e0b930-000260cb,0.22499999999999998,11.399999999999942,"[139829, 150861, 151331, None, None, None, None, None, 157807]","[None, None, None, 157779, 155993, 156072, 156175, 157778, None]","[None, None, None, 11.08, 5.77, 16.37, 24.13, 29.74, None]","[None, 150861, 151331, None, None, None, None, None, None]","[90, 90, 90, 0, 0, 0, 0, 0, 90]"
369,216455,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d87,155993,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026159,0.22499999999999998,11.399999999999942,"[139829, 150861, 151331, None, None, None, None, None, 157807]","[None, None, None, 157779, 155851, 156072, 156175, 157778, None]","[None, None, None, 16.02, 5.77, 10.38, 18.14, 23.99, None]","[None, 150861, 151331, None, None, None, None, None, None]","[90, 90, 90, 0, 0, 0, 0, 0, 90]"
370,216455,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d87,156072,9e597f98-694d-4ada-b8ef-0e7459e0b930-000261a8,0.22499999999999998,11.399999999999942,"[139829, 150861, 151331, None, None, None, None, None, 157807]","[None, None, None, 157779, 155851, 155993, 156175, 157778, None]","[None, None, None, 25.86, 16.37, 10.38, 7.54, 14.31, None]","[None, 150861, 151331, None, None, None, None, None, None]","[90, 90, 90, 0, 0, 0, 0, 0, 90]"
371,216455,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d87,156175,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002620f,0.22499999999999998,11.399999999999942,"[139829, 150861, 151331, None, None, None, None, None, 157807]","[None, None, None, 157779, 155851, 155993, 156072, 157778, None]","[None, None, None, 33.36, 24.13, 18.14, 7.54, 8.69, None]","[None, 150861, 151331, None, None, None, None, None, None]","[90, 90, 90, 0, 0, 0, 0, 0, 90]"
372,216455,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d87,157778,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026852,0.13849999999999996,3.8000000000000003,"[139829, 150861, 151331, None, None, None, None, None, 157807]","[None, None, None, 157779, 155851, 155993, 156072, 156175, None]","[None, None, None, 37.12, 29.74, 23.99, 14.31, 8.69, None]","[None, None, None, None, None, None, None, None, 157807]","[90, 90, 90, 0, 0, 0, 0, 0, 90]"
373,216455,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d87,157807,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002686f,0.13849999999999996,3.8000000000000003,"[139829, None, None, 157779, 155851, 155993, 156072, 156175, 157778]","[None, 150861, 151331, None, None, None, None, None, None]","[None, 7.43, 7.95, None, None, None, None, None, None]","[None, None, None, 157779, None, None, None, None, 157778]","[90, 0, 0, 90, 90, 90, 90, 90, 90]"
374,216457,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d89,148769,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024521,0.30300000000000005,11.399999999999942,"[139829, 164345, None, 164381]","[None, None, 157807, None]","[None, None, 11.06, None]","[None, None, None, None]","[90, 90, 0, 90]"
375,216457,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d89,164345,9e597f98-694d-4ada-b8ef-0e7459e0b930-000281f9,0.13849999999999996,3.8000000000000003,"[139829, 148769, 157807, None]","[None, None, None, 164381]","[None, None, None, 5.46]","[None, None, 157807, None]","[90, 90, 90, 0]"
376,216457,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d89,157807,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002686f,0.13849999999999996,3.8000000000000003,"[139829, None, 164345, 164381]","[None, 148769, None, None]","[None, 11.06, None, None]","[None, None, 164345, 164381]","[90, 0, 90, 90]"
377,216457,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d89,164381,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002821d,0.13849999999999996,3.8000000000000003,"[139829, 148769, None, 157807]","[None, None, 164345, None]","[None, None, 5.46, None]","[None, None, None, 157807]","[90, 90, 0, 90]"
378,216459,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8b,148769,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024521,0.30300000000000005,11.399999999999942,"[139829, 164381, None, 164417]","[None, None, 157807, None]","[None, None, 11.06, None]","[None, None, None, None]","[90, 90, 0, 90]"
379,216459,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8b,164381,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002821d,0.13849999999999996,3.8000000000000003,"[139829, 148769, 157807, None]","[None, None, None, 164417]","[None, None, None, 6.49]","[None, None, 157807, None]","[90, 90, 90, 0]"
380,216459,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8b,157807,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002686f,0.13849999999999996,3.8000000000000003,"[139829, None, 164381, 164417]","[None, 148769, None, None]","[None, 11.06, None, None]","[None, None, 164381, 164417]","[90, 0, 90, 90]"
381,216459,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8b,164417,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028241,0.13849999999999996,3.8000000000000003,"[139829, 148769, None, 157807]","[None, None, 164381, None]","[None, None, 6.49, None]","[None, None, None, 157807]","[90, 90, 0, 90]"
382,216461,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8d,148769,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024521,0.30300000000000005,11.399999999999942,"[139829, 164417, None, 157778, None]","[None, None, 157807, None, 165196]","[None, None, 11.06, None, 13.56]","[None, None, None, None, None]","[90, 90, 0, 90, 0]"
383,216461,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8d,164417,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028241,0.13849999999999996,3.8000000000000003,"[139829, 148769, 157807, None, 165196]","[None, None, None, 157778, None]","[None, None, None, 4.56, None]","[None, None, 157807, None, 165196]","[90, 90, 90, 0, 90]"
384,216461,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8d,157807,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002686f,0.13849999999999996,3.8000000000000003,"[139829, None, 164417, 157778, None]","[None, 148769, None, None, 165196]","[None, 11.06, None, None, 3.03]","[None, None, 164417, 157778, None]","[90, 0, 90, 90, 0]"
385,216461,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8d,157778,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026852,0.13849999999999996,3.8000000000000003,"[139829, 148769, None, 157807, 165196]","[None, None, 164417, None, None]","[None, None, 4.56, None, None]","[None, None, None, 157807, 165196]","[90, 90, 0, 90, 90]"
386,216461,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8d,165196,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002854c,0.13849999999999996,3.8000000000000003,"[139829, None, 164417, None, 157778]","[None, 148769, None, 157807, None]","[None, 13.56, None, 3.03, None]","[None, None, 164417, None, 157778]","[90, 0, 90, 0, 90]"
387,216463,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8f,139857,6949fe39-3e9a-4d4d-b7fe-71339c615138-00022251,0.30300000000000005,11.399999999999942,"[139829, 165196, None, 165237, None, 165239]","[None, None, 157778, None, 165238, None]","[None, None, 11.09, None, 9.48, None]","[None, None, None, None, None, None]","[90, 90, 0, 90, 0, 90]"
388,216463,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8f,165196,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002854c,0.13849999999999996,3.8000000000000003,"[139829, 139857, 157778, None, 165238, None]","[None, None, None, 165237, None, 165239]","[None, None, None, 5.26, None, 7.93]","[None, None, 157778, None, 165238, None]","[90, 90, 90, 0, 90, 0]"
389,216463,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8f,157778,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026852,0.13849999999999996,3.8000000000000003,"[139829, None, 165196, 165237, None, 165239]","[None, 139857, None, None, 165238, None]","[None, 11.09, None, None, 2.21, None]","[None, None, 165196, 165237, None, 165239]","[90, 0, 90, 90, 0, 90]"
390,216463,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8f,165237,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028575,0.13849999999999996,3.8000000000000003,"[139829, 139857, None, 157778, 165238, None]","[None, None, 165196, None, None, 165239]","[None, None, 5.26, None, None, 2.53]","[None, None, None, 157778, 165238, None]","[90, 90, 0, 90, 90, 0]"
391,216463,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8f,165238,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028576,0.13849999999999996,3.8000000000000003,"[139829, None, 165196, None, 165237, 165239]","[None, 139857, None, 157778, None, None]","[None, 9.48, None, 2.21, None, None]","[None, None, 165196, None, 165237, 165239]","[90, 0, 90, 0, 90, 90]"
392,216463,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d8f,165239,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028577,0.13849999999999996,3.8000000000000003,"[139829, 139857, None, 157778, None, 165238]","[None, None, 165196, None, 165237, None]","[None, None, 7.93, None, 2.53, None]","[None, None, None, 157778, None, 165238]","[90, 90, 0, 90, 0, 90]"
393,216465,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d91,157778,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026852,0.13849999999999996,3.8000000000000003,"[139829, 165239, None, 165237]","[None, None, 165238, None]","[None, None, 2.21, None]","[None, 165239, None, 165237]","[90, 90, 0, 90]"
394,216465,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d91,165239,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028577,0.13849999999999996,3.8000000000000003,"[139829, 157778, 165238, None]","[None, None, None, 165237]","[None, None, None, 2.53]","[None, 157778, 165238, None]","[90, 90, 90, 0]"
395,216465,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d91,165238,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028576,0.13849999999999996,3.8000000000000003,"[139829, None, 165239, 165237]","[None, 157778, None, None]","[None, 2.21, None, None]","[None, None, 165239, 165237]","[90, 0, 90, 90]"
396,216465,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d91,165237,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028575,0.13849999999999996,3.8000000000000003,"[139829, 157778, None, 165238]","[None, None, 165239, None]","[None, None, 2.53, None]","[None, 157778, None, 165238]","[90, 90, 0, 90]"
397,216467,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d93,139857,6949fe39-3e9a-4d4d-b7fe-71339c615138-00022251,0.30300000000000005,11.399999999999942,"[139829, 165239, None, 165358]","[None, None, 157778, None]","[None, None, 11.09, None]","[None, None, None, None]","[90, 90, 0, 90]"
398,216467,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d93,165239,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028577,0.13849999999999996,3.8000000000000003,"[139829, 139857, 157778, None]","[None, None, None, 165358]","[None, None, None, 6.16]","[None, None, 157778, None]","[90, 90, 90, 0]"
399,216467,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d93,157778,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026852,0.13849999999999996,3.8000000000000003,"[139829, None, 165239, 165358]","[None, 139857, None, None]","[None, 11.09, None, None]","[None, None, 165239, 165358]","[90, 0, 90, 90]"
400,216467,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d93,165358,9e597f98-694d-4ada-b8ef-0e7459e0b930-000285ee,0.13849999999999996,3.8000000000000003,"[139829, 139857, None, 157778]","[None, None, 165239, None]","[None, None, 6.16, None]","[None, None, None, 157778]","[90, 90, 0, 90]"
401,216478,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d9e,139857,6949fe39-3e9a-4d4d-b7fe-71339c615138-00022251,0.30300000000000005,11.399999999999942,"[139829, 165358, None, 157780, None, 144344]","[None, None, 157778, None, 157781, None]","[None, None, 11.09, None, 9.48, None]","[None, None, None, None, None, 144344]","[90, 90, 0, 90, 0, 90]"
402,216478,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d9e,165358,9e597f98-694d-4ada-b8ef-0e7459e0b930-000285ee,0.13849999999999996,3.8000000000000003,"[139829, 139857, 157778, None, 157781, None]","[None, None, None, 157780, None, 144344]","[None, None, None, 5.06, None, 11.2]","[None, None, 157778, None, 157781, None]","[90, 90, 90, 0, 90, 0]"
403,216478,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d9e,157778,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026852,0.13849999999999996,3.8000000000000003,"[139829, None, 165358, 157780, None, 144344]","[None, 139857, None, None, 157781, None]","[None, 11.09, None, None, 2.21, None]","[None, None, 165358, 157780, None, None]","[90, 0, 90, 90, 0, 90]"
404,216478,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d9e,157780,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026854,0.13849999999999996,3.8000000000000003,"[139829, 139857, None, 157778, 157781, None]","[None, None, 165358, None, None, 144344]","[None, None, 5.06, None, None, 8.1]","[None, None, None, 157778, 157781, None]","[90, 90, 0, 90, 90, 0]"
405,216478,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d9e,157781,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026855,0.13849999999999996,3.8000000000000003,"[139829, None, 165358, None, 157780, 144344]","[None, 139857, None, 157778, None, None]","[None, 9.48, None, 2.21, None, None]","[None, None, 165358, None, 157780, None]","[90, 0, 90, 0, 90, 90]"
406,216478,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d9e,144344,9ddc7feb-6f54-4b53-9ca4-7923d929ea52-000233d8,0.2,11.399999999999942,"[139829, 139857, None, 157778, None, 157781]","[None, None, 165358, None, 157780, None]","[None, None, 11.2, None, 8.1, None]","[None, 139857, None, None, None, None]","[90, 90, 0, 90, 0, 90]"
407,216480,7a4f2d19-b926-444c-8a52-5eac052b5192-00034da0,157778,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026852,0.13849999999999996,3.8000000000000003,"[139829, 157782, None, 157780]","[None, None, 157781, None]","[None, None, 2.21, None]","[None, 157782, None, 157780]","[90, 90, 0, 90]"
408,216480,7a4f2d19-b926-444c-8a52-5eac052b5192-00034da0,157782,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026856,0.13849999999999996,3.8000000000000003,"[139829, 157778, 157781, None]","[None, None, None, 157780]","[None, None, None, 2.52]","[None, 157778, 157781, None]","[90, 90, 90, 0]"
409,216480,7a4f2d19-b926-444c-8a52-5eac052b5192-00034da0,157781,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026855,0.13849999999999996,3.8000000000000003,"[139829, None, 157782, 157780]","[None, 157778, None, None]","[None, 2.21, None, None]","[None, None, 157782, 157780]","[90, 0, 90, 90]"
410,216480,7a4f2d19-b926-444c-8a52-5eac052b5192-00034da0,157780,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026854,0.13849999999999996,3.8000000000000003,"[139829, 157778, None, 157781]","[None, None, 157782, None]","[None, None, 2.52, None]","[None, 157778, None, 157781]","[90, 90, 0, 90]"
411,216482,7a4f2d19-b926-444c-8a52-5eac052b5192-00034da2,144344,9ddc7feb-6f54-4b53-9ca4-7923d929ea52-000233d8,0.2,11.399999999999942,"[139829, None, 169602]","[None, 182328, None]","[None, 2.64, None]","[None, None, None]","[90, 0, 90]"
412,216482,7a4f2d19-b926-444c-8a52-5eac052b5192-00034da2,182328,9e94f57c-3b96-47ee-8d6b-c46d9346a9cb-0002c838,0.30300000000000005,11.399999999999942,"[139829, None, 169602]","[None, 144344, None]","[None, 2.64, None]","[None, None, None]","[90, 0, 90]"
413,216482,7a4f2d19-b926-444c-8a52-5eac052b5192-00034da2,169602,f1268bbe-9264-4ea5-b30b-6919ab197ea7-00029682,0.024999999999999998,7.599999999998433,"[139829, 144344, 182328]","[None, None, None]","[None, None, None]","[None, None, None]","[90, 90, 90]"
414,216484,7a4f2d19-b926-444c-8a52-5eac052b5192-00034da4,144344,9ddc7feb-6f54-4b53-9ca4-7923d929ea52-000233d8,0.2,11.399999999999942,"[139829, 157778, None]","[None, None, 182328]","[None, None, 2.64]","[None, None, None]","[90, 90, 0]"
415,216484,7a4f2d19-b926-444c-8a52-5eac052b5192-00034da4,157778,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026852,0.13849999999999996,3.8000000000000003,"[139829, 144344, 182328]","[None, None, None]","[None, None, None]","[None, None, None]","[90, 90, 90]"
416,216484,7a4f2d19-b926-444c-8a52-5eac052b5192-00034da4,182328,9e94f57c-3b96-47ee-8d6b-c46d9346a9cb-0002c838,0.30300000000000005,11.399999999999942,"[139829, None, 157778]","[None, 144344, None]","[None, 2.64, None]","[None, None, None]","[90, 0, 90]"
417,217810,4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d2,157706,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002680a,0.13849999999999996,3.799999999998432,"[139803, 158434, 158404]","[None, None, None]","[None, None, None]","[None, 158434, 158404]","[90, 90, 90]"
418,217810,4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d2,158434,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026ae2,0.13849999999999996,3.799999999998432,"[139803, 157706, None]","[None, None, 158404]","[None, None, 3.86]","[None, 157706, None]","[90, 90, 0]"
419,217810,4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d2,158404,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026ac4,0.13849999999999996,3.799999999998432,"[139803, 157706, None]","[None, None, 158434]","[None, None, 3.86]","[None, 157706, None]","[90, 90, 0]"
420,217811,4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d3,157706,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002680a,0.13849999999999996,3.799999999998432,"[139803, 158481, 158434]","[None, None, None]","[None, None, None]","[None, 158481, 158434]","[90, 90, 90]"
421,217811,4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d3,158481,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026b11,0.13849999999999996,3.799999999998432,"[139803, 157706, None]","[None, None, 158434]","[None, None, 3.86]","[None, 157706, None]","[90, 90, 0]"
422,217811,4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d3,158434,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026ae2,0.13849999999999996,3.799999999998432,"[139803, 157706, None]","[None, None, 158481]","[None, None, 3.86]","[None, 157706, None]","[90, 90, 0]"
423,217812,4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d4,157706,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002680a,0.13849999999999996,3.799999999998432,"[139803, 158528, 158481]","[None, None, None]","[None, None, None]","[None, 158528, 158481]","[90, 90, 90]"
424,217812,4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d4,158528,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026b40,0.13849999999999996,3.799999999998432,"[139803, 157706, None]","[None, None, 158481]","[None, None, 5.86]","[None, 157706, None]","[90, 90, 0]"
425,217812,4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d4,158481,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026b11,0.13849999999999996,3.799999999998432,"[139803, 157706, None]","[None, None, 158528]","[None, None, 5.86]","[None, 157706, None]","[90, 90, 0]"
426,217813,4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d5,157694,9e597f98-694d-4ada-b8ef-0e7459e0b930-000267fe,0.13849999999999996,3.799999999998432,"[139803, None, 157706]","[None, 158528, None]","[None, 8.93, None]","[None, None, 157706]","[90, 0, 90]"
427,217813,4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d5,158528,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026b40,0.13849999999999996,3.799999999998432,"[139803, None, 157706]","[None, 157694, None]","[None, 8.93, None]","[None, None, 157706]","[90, 0, 90]"
428,217813,4d6d2a90-c0a4-4bdc-97aa-ce91bd1344ab-000352d5,157706,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002680a,0.13849999999999996,3.799999999998432,"[139803, 157694, 158528]","[None, None, None]","[None, None, None]","[None, 157694, 158528]","[90, 90, 90]"
